car_id	vel	pos_x	pos_y	pvel	ppos_x	ppos_y	prob
41386_41386_361_0	11.8280056153774	17128.3919687977	20064.4416224173	12.4316659340985	17129.1430608168	20097.7414824565	0.6408124672076698
56357_56357_373_0	9.30972400376481	17109.6185944801	20038.8579877574	9.05357734848653	17075.4499084933	20038.3316368156	0.6805667777408219
41386_41386_361_0	11.6501631503809	17128.1497529312	20053.7029189726	12.4316659340985	17129.1430608168	20097.7414824565	0.6326984361891754
56357_56357_373_0	9.29473510877138	17118.424125921	20038.9086349632	9.05357734848653	17075.4499084933	20038.3316368156	0.6799932697549613
54806_54806_372_0	12.0768988963965	17128.8860496632	20086.3468261075	11.7549747337404	17129.1371376946	20097.4788792905	0.6834216240558203
41386_41386_361_0	11.7058049209766	17127.9063802294	20042.9129269351	12.4316659340985	17129.1430608168	20097.7414824565	0.6352316126858637
56357_56357_373_0	5.25422170721966	17123.3870577427	20038.5569049322	9.05357734848653	17075.4499084933	20038.3316368156	0.534248468588409
54806_54806_372_0	10.9608808916577	17128.6581645058	20076.2434783802	11.7549747337404	17129.1371376946	20097.4788792905	0.6343769653066744
54806_54806_372_0	11.0464933392641	17128.4284993998	20066.0612161627	11.7549747337404	17129.1371376946	20097.4788792905	0.63807720487767
54806_54806_372_0	11.3452768832029	17128.1926223536	20055.6035459675	11.7549747337404	17129.1371376946	20097.4788792905	0.6510733157581857
54806_54806_372_0	12.0462831538686	17127.9421708471	20044.4997132803	11.7549747337404	17129.1371376946	20097.4788792905	0.6820534357620862
59706_59706_376_0	12.9528319012445	17128.6895374723	20077.63440701	13.6643223494829	17128.9588368256	20089.5738638881	0.6315762545876072
59706_59706_376_0	13.3484166454596	17128.4120136074	20065.3303142723	13.6643223494829	17128.9588368256	20089.5738638881	0.6518629631095407
59706_59706_376_0	13.5043268713706	17128.1312482489	20052.8825090682	13.6643223494829	17128.9588368256	20089.5738638881	0.6599430359402234
79995_79995_388_0	13.8554348899415	17128.7830415325	20081.7799338407	14.6092357239817	17129.0711066973	20094.5513778505	0.6254962224360641
79995_79995_388_0	13.41564732931	17128.5041198899	20069.4138702647	14.6092357239817	17129.0711066973	20094.5513778505	0.6011473941887638
79995_79995_388_0	13.4502568968702	17128.2244786878	20057.015904828	14.6092357239817	17129.0711066973	20094.5513778505	0.6030456623366407
79995_79995_388_0	13.4253053053413	17127.9453562484	20044.6409388753	14.6092357239817	17129.0711066973	20094.5513778505	0.601676804265689
55798_55798_373_0	12.8554497831677	17128.7359226764	20079.6909070968	11.6567661905372	17129.0031973804	20091.5406006237	0.7227773531937745
55798_55798_373_0	12.653256395989	17128.4728517286	20068.027588198	11.6567661905372	17129.0031973804	20091.5406006237	0.7136062502894694
55798_55798_373_0	11.646083433804	17128.2307206825	20057.29264529	11.6567661905372	17129.0031973804	20091.5406006237	0.6686864194627286
55798_55798_373_0	11.7464167167842	17127.9865036303	20046.4652187526	11.6567661905372	17129.0031973804	20091.5406006237	0.6731021469715687
36324_36324_356_0	14.3578894765368	17128.7356749062	20079.679922143	13.4302845972609	17129.0341864889	20092.9145108084	0.71648396783745
36324_36324_356_0	13.1933280122252	17128.4613754535	20067.5187845569	13.4302845972609	17129.0341864889	20092.9145108084	0.656276638333673
36324_36324_356_0	13.6830171828875	17128.1768949857	20054.9062690188	13.4302845972609	17129.0341864889	20092.9145108084	0.6813046695037307
36324_36324_356_0	14.3248019254552	17127.8790713187	20041.7021792738	13.4302845972609	17129.0341864889	20092.9145108084	0.7147414358056092
50023_50023_368_0	13.2957549525785	17128.722455601	20079.0938408066	13.2968551408161	17128.9988845887	20091.3493918806	0.6683149832667237
50023_50023_368_0	13.2176385839131	17128.4476507127	20066.9102946056	13.2968551408161	17128.9988845887	20091.3493918806	0.6643795174232521
